citekey,title,toolname,year,venue,artifact_type,primary_stage,primary_label,QAC1,QAC2,QAC3,QAC4,QAC5,QAC_total,secondary_labels,technique_tags,layer_tag,vuln_type,coding_basis,evidence_source,evidence_span,evidence_charspan,matched_cue,rule_id,notes,QAC_total_3,qac_basis,needs_manual_qac_review,qc_primary_single,qc_evidence_nonempty,qc_secondary_delimiter_ok,needs_abstract_review,needs_labelset_validation,tax_level1,tax_level2,tax_level3,tax_level4,tax_level5,tax_path_full,tax_alt_paths,tax_source,QAC_pass_total_ge4,QAC_threshold
sun2024tracing,Where is it? tracing the vulnerability-relevant files from vulnerability reports,Sun et al.; TNVD (file tracing),2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,study,VM.VD,VM.VD.GVD,0,1,1,1,1,4,VM.VA,,,,title-only,title,Where is it? tracing the vulnerability-relevant files from vulnerability reports,,,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Artifact Analysis,,,,Vulnerability Analysis > Artifact Analysis,,taxonomy_figure,TRUE,4
ullah2024llms,"Llms cannot reliably identify and reason about security vulnerabilities (yet?): A comprehensive evaluation, framework, and benchmarks",SecLLMHolmes,2024,2024 IEEE symposium on security and privacy (SP),dataset/benchmark,,,1,1,1,1,1,5,,,,,resource,title,"Llms cannot reliably identify and reason about security vulnerabilities (yet?): A comprehensive evaluation, framework, and benchmarks",,,,Dataset/benchmark resource; excluded from VM-stage assignment in taxonomy coding.,6,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,LLM-based,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > LLM-based,,taxonomy_figure,TRUE,4
vidal2024openscv,OpenSCV: An open hierarchical taxonomy for smart contract vulnerabilities,OpenSCV,2024,Empirical Software Engineering,study,unclear,unclear,1,0,1,1,1,4,,,Smart contract,,title-only,title,OpenSCV: An open hierarchical taxonomy for smart contract vulnerabilities,title:43-57,smart contract,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Analysis,Classification and Interpretation,,,,Vulnerability Analysis > Classification and Interpretation,,taxonomy_figure,TRUE,4
wang2024combining,Combining structured static code information and dynamic symbolic traces for software vulnerability prediction,Concoction,2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,study,VM.VD,VM.VD.GVD.D,1,1,0,1,1,4,VM.VA,Dynamic analysis; Static analysis; Symbolic execution,,Race condition,title-only,title,Combining structured static code information and dynamic symbolic traces for software vulnerability prediction,,,R2,"Multiple stage cues in title: VM.VA, VM.VD; primary chosen by heuristic.",2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph-to-sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph-to-sequence representation,,taxonomy_figure,TRUE,4
wang2024suitable,Suitable is the Best: Task-Oriented Knowledge Fusion in Vulnerability Detection,KF-GVD,2024,Advances in Neural Information Processing Systems,study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,,,,title-only,title,Suitable is the Best: Task-Oriented Knowledge Fusion in Vulnerability Detection,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
wang_2024,Where URLs Become Weapons: Automated Discovery of SSRF Vulnerabilities in Web Applications,SSRFuzz,2024,2024 IEEE Symposium on Security and Privacy (SP),study,unclear,unclear,1,1,0,1,1,4,,,Application,SSRF,title-only,title,Where URLs Become Weapons: Automated Discovery of SSRF Vulnerabilities in Web Applications,,,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
wang_2024_break,Break the Wall from Bottom: Automated Discovery of Protocol-Level Evasion Vulnerabilities in Web Application Firewalls,WAF Manis,2024,2024 IEEE Symposium on Security and Privacy (SP),study,unclear,unclear,1,1,0,1,1,4,,,Application,,title-only,title,Break the Wall from Bottom: Automated Discovery of Protocol-Level Evasion Vulnerabilities in Web Application Firewalls,,,R3,Title-only evidence insufficient for stage; keep as unclear.,0,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
wen2024foray,FORAY: towards effective attack synthesis against deep logical vulnerabilities in defi protocols,Foray,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,study,unclear,unclear,1,1,1,1,0,4,,,Smart contract,,title-only,title,FORAY: towards effective attack synthesis against deep logical vulnerabilities in defi protocols,title:82-86,defi,R3,Title-only evidence insufficient for stage; keep as unclear.,1,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Dynamic approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Dynamic approach,,taxonomy_figure,TRUE,4
wen2024livable,LIVABLE: exploring long-tailed classification of software vulnerability types,LIVABLE,2024,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,,,,title-only,title,LIVABLE: exploring long-tailed classification of software vulnerability types,,,,,0,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Classification and Interpretation,,,,Vulnerability Analysis > Classification and Interpretation,,taxonomy_figure,TRUE,4
wen2024scale,Scale: Constructing structured natural language comment trees for software vulnerability detection,SCALE,2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,study,VM.VD,VM.VD.GVD,1,0,1,1,1,4,,,,,title-only,title,Scale: Constructing structured natural language comment trees for software vulnerability detection,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph-to-sequence representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph-to-sequence representation,,taxonomy_figure,TRUE,4
wen2024silent,Silent Taint-Style Vulnerability Fixes Identification,TSVD,2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,study,VM.VD,VM.VD.GVD,1,1,1,1,1,5,,Taint analysis,,,title-only,title,Silent Taint-Style Vulnerability Fixes Identification,,,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,,,,Vulnerability Detection > General Vulnerability Detection,,primary_label_code,TRUE,4
wu2024advscanner,Advscanner: Generating adversarial smart contracts to exploit reentrancy vulnerabilities using llm and static analysis,AdvSCanner,2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,study,VM.VD,VM.VD.SC.S,0,1,1,1,1,4,,LLM; Static analysis,Smart contract,Reentrancy,title-only,title,Advscanner: Generating adversarial smart contracts to exploit reentrancy vulnerabilities using llm and static analysis,title:35-49,smart contract; llm,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
wu2024effective,Effective vulnerable function identification based on cve description empowered by large language models,VFFinder,2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,study,VM.VA,VM.VA.AA,1,1,1,1,0,4,,LLM,,,title-only,title,Effective vulnerable function identification based on cve description empowered by large language models,title:83-103,large language model,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,LLM-based,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > LLM-based,,taxonomy_figure,TRUE,4
wu2024ultravcs,Ultravcs: Ultra-fine-grained variable-based code slicing for automated vulnerability detection,UltraVCS,2024,IEEE Transactions on Information Forensics and Security,study,VM.VD,VM.VD.GVD,1,0,1,1,1,4,,,,,title-only,title,Ultravcs: Ultra-fine-grained variable-based code slicing for automated vulnerability detection,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Memory-related vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Memory-related vulnerabilities,,taxonomy_figure,TRUE,4
wu2024vision,Vision: Identifying affected library versions for open source software vulnerabilities,Vision,2024,Proceedings of the 39th IEEE/ACM International Conference on Automated Software Engineering,study,unclear,unclear,0,1,1,1,1,4,,,Middleware,,title-only,title,Vision: Identifying affected library versions for open source software vulnerabilities,,,R3,Title-only evidence insufficient for stage; keep as unclear.,1,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Graph analysis,,Vulnerability Detection > General Vulnerability Detection > Static approach > Graph analysis,,taxonomy_figure,TRUE,4
xiao2024vulnerability,Vulnerability detection based on enhanced graph representation learning,EnGS2F,2024,IEEE Transactions on Information Forensics and Security,study,VM.VD,VM.VD.GVD.S.LB.GRAPH,1,1,0,1,1,4,,Program graphs,,,title-only,title,Vulnerability detection based on enhanced graph representation learning,,,,,2,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
xu2024racing,Racing on the Negative Force: Efficient Vulnerability $\{$Root-Cause$\}$ Analysis through Reinforcement Learning on Counterexamples,RACING,2024,33rd USENIX Security Symposium (USENIX Security 24),study,VM.VD,VM.VD.GVD.S.LB.GRAPH,0,1,1,1,1,4,,GNN,,,title-only,title,Racing on the Negative Force: Efficient Vulnerability $\{$Root-Cause$\}$ Analysis through Reinforcement Learning on Counterexamples,title:16-19,gat,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Analysis,Classification and Interpretation,,,,Vulnerability Analysis > Classification and Interpretation,,taxonomy_figure,TRUE,4
yan2024automated,Automated Data Binding Vulnerability Detection for Java Web Frameworks via Nested Property Graph,DIVER,2024,Proceedings of the 33rd ACM SIGSOFT International Symposium on Software Testing and Analysis,method/tool,VM.VD,VM.VD.LSVD.MW.JAVA,1,1,0,1,1,4,,Program graphs,Application,,title-only,title,Automated Data Binding Vulnerability Detection for Java Web Frameworks via Nested Property Graph,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Middleware layer,Java/Android frameworks,,Vulnerability Detection > Layer-specific Vulnerability Detection > Middleware layer > Java/Android frameworks,,taxonomy_figure,TRUE,4
yang2024tensor,Tensor-based gated graph neural network for automatic vulnerability detection in source code,TensorGNN,2024,"Software Testing, Verification and Reliability",study,VM.VD,VM.VD.LSVD.NET.IMPL,1,1,1,0,1,4,,GNN; Program graphs,Network,,title-only,title,Tensor-based gated graph neural network for automatic vulnerability detection in source code,title:19-31,graph neural; gat,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,Graph representation,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > Graph representation,,taxonomy_figure,TRUE,4
yang2024uncover,Uncover the premeditated attacks: Detecting exploitable reentrancy vulnerabilities by identifying attacker contracts,BlockWatchdog,2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,study,VM.VD,VM.VD.GVD,1,1,0,1,1,4,,,,Reentrancy,title-only,title,Uncover the premeditated attacks: Detecting exploitable reentrancy vulnerabilities by identifying attacker contracts,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
ye2024funfuzz,FunFuzz: A Function-Oriented Fuzzer for Smart Contract Vulnerability Detection with High Effectiveness and Efficiency,FunFuzz,2024,ACM Transactions on Software Engineering and Methodology,study,VM.VD,VM.VD.SC.D,1,0,1,1,1,4,,Fuzzing,Smart contract,,title-only,title,FunFuzz: A Function-Oriented Fuzzer for Smart Contract Vulnerability Detection with High Effectiveness and Efficiency,title:40-54,smart contract; fuzz,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Dynamic approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Dynamic approach,,taxonomy_figure,TRUE,4
zhang2024evm,Evm-shield: In-contract state access control for fast vulnerability detection and prevention,EVM-Shield,2024,IEEE Transactions on Information Forensics and Security,study,VM.VD,VM.VD.SC.S,1,1,1,0,1,4,,,Smart contract,,title-only,title,Evm-shield: In-contract state access control for fast vulnerability detection and prevention,title:0-3,evm,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Dynamic approach,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Dynamic approach,,taxonomy_figure,TRUE,4
zhang2024minicat,Minicat: Understanding and detecting cross-page request forgery vulnerabilities in mini-programs,MiniCAT,2024,Proceedings of the 2024 on ACM SIGSAC Conference on Computer and Communications Security,study,VM.VD,VM.VD.LSVD.SYS,1,0,1,1,1,4,,,Application,,title-only,title,Minicat: Understanding and detecting cross-page request forgery vulnerabilities in mini-programs,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,Web-facing vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > Web-facing vulnerabilities,,taxonomy_figure,TRUE,4
zhang2024nyx,Nyx: Detecting exploitable front-running vulnerabilities in smart contracts,Nyx,2024,2024 IEEE Symposium on Security and Privacy (SP),study,VM.VD,VM.VD.SC.S,1,1,0,1,1,4,,,Smart contract,,title-only,title,Nyx: Detecting exploitable front-running vulnerabilities in smart contracts,title:60-74,smart contract,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
zhang2024resolverfuzz,$\{$ResolverFuzz$\}$: Automated Discovery of $\{$DNS$\}$ Resolver Vulnerabilities with $\{$Query-Response$\}$ Fuzzing,RESOLVERFUZZ,2024,33rd USENIX Security Symposium (USENIX Security 24),study,unclear,unclear,0,1,1,1,1,4,,Fuzzing,Network,,title-only,title,$\{$ResolverFuzz$\}$: Automated Discovery of $\{$DNS$\}$ Resolver Vulnerabilities with $\{$Query-Response$\}$ Fuzzing,title:12-16,fuzz; fuzzing,R3,Title-only evidence insufficient for stage; keep as unclear.,3,title-only,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Network layer,Network implementation vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Network layer > Network implementation vulnerabilities,,taxonomy_figure,TRUE,4
zheng_2024,Does the Vulnerability Threaten Our Projects? Automated Vulnerable API Detection for Third-Party Libraries,VAScanner,2024,IEEE Transactions on Software Engineering,study,VM.VD,VM.VD.LSVD.MW.TPL,1,0,1,1,1,4,,,Application,,title-only,title,Does the Vulnerability Threaten Our Projects? Automated Vulnerable API Detection for Third-Party Libraries,,,,,1,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Layer-specific Vulnerability Detection,Application layer,API and logic vulnerabilities,,Vulnerability Detection > Layer-specific Vulnerability Detection > Application layer > API and logic vulnerabilities,,taxonomy_figure,TRUE,4
zhong2024prettysmart,Prettysmart: Detecting permission re-delegation vulnerability for token behaviors in smart contracts,PrettySmart,2024,Proceedings of the IEEE/ACM 46th International Conference on Software Engineering,study,VM.VD,VM.VD.SC.S,1,1,1,1,0,4,,GNN; Token encoder,Smart contract,,title-only,title,Prettysmart: Detecting permission re-delegation vulnerability for token behaviors in smart contracts,title:85-99,smart contract; gat,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,Vulnerability Detection for Smart Contracts,Specific vulnerability types,,,Vulnerability Detection > Vulnerability Detection for Smart Contracts > Specific vulnerability types,,taxonomy_figure,TRUE,4
lekssays2025llmxcpg,$\{$LLMxCPG$\}$:$\{$Context-Aware$\}$ vulnerability detection through code property $\{$Graph-Guided$\}$ large language models,LLMxCPG,2025,34th USENIX Security Symposium (USENIX Security ),study,VM.VD,VM.VD.GVD.S.LB.LLM,1,1,0,1,1,4,,LLM; Program graphs,,,title-only,title,$\{$LLMxCPG$\}$:$\{$Context-Aware$\}$ vulnerability detection through code property $\{$Graph-Guided$\}$ large language models,title:4-7,llm; large language model; cpg,,,3,title-only,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,Vulnerability Detection,General Vulnerability Detection,Static approach,Learning-based,LLM-based,Vulnerability Detection > General Vulnerability Detection > Static approach > Learning-based > LLM-based,,taxonomy_figure,TRUE,4
